Soil Moisture,Temperature, Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Status
68,24,56,59,35.57,13.84,19.49,60,100.86,,,,,,OFF
57,5,34,30,35.34,13.42,19.83,68.71,100.86,,,,,,ON
5,45,68,70,35.11,12.99,20.17,77.42,100.87,,,,,,ON
24,9,51,102,34.88,13.75,20.13,72.04,100.86,,,,,,OFF
1,41,56,14,34.66,14.51,20.09,66.67,100.86,,,,,,ON
69,5,39,100,34.61,14.13,20.31,62.6,100.86,,,,,,OFF
69,10,30,83,34.57,13.75,20.53,58.54,100.86,,,,,,OFF
24,42,61,57,34.29,12.7,20.88,61.54,100.86,,,,,,ON
34,0,51,102,34.04,13.12,21.04,64.1,100.85,,,,,,OFF
67,44,40,33,33.8,13.55,21.21,66.67,100.85,,,,,,OFF
54,27,67,100,33.56,14.38,21.56,73.34,100.85,,,,,,OFF
70,29,52,79,33.31,15.2,21.92,80,100.86,,,,,,ON
49,10,34,74,33.11,14.72,22.02,86.16,100.86,,,,,,ON
22,33,34,58,32.9,14.23,22.12,92.31,100.87,,,,,,ON
15,7,54,45,32.75,14.38,22.22,86.16,100.88,,,,,,ON
3,45,57,27,32.59,14.53,22.33,80,100.88,,,,,,ON
15,20,56,74,32.35,14.66,22.56,74.28,100.88,,,,,,ON
89,41,48,74,32.11,14.78,22.78,68.57,100.87,,,,,,ON
62,22,31,40,31.88,14.56,23.09,70.65,100.88,,,,,,OFF
79,30,59,6,31.66,14.34,23.4,72.73,100.88,,,,,,OFF
63,13,21,80,31.44,14.13,23.65,67.94,100.88,,,,,,OFF
51,2,51,86,31.21,13.92,23.9,63.16,100.88,,,,,,OFF
33,13,66,106,31,12.31,24.6,57.66,100.88,,,,,,OFF
73,1,54,80,30.78,10.7,25.3,52.17,100.87,,,,,,OFF
76,0,55,70,30.52,10,25.67,44.84,100.88,,,,,,OFF
55,40,53,10,30.26,9.31,26.04,37.5,100.89,,,,,,ON
36,26,46,41,29.97,9.34,26.54,40.97,100.89,,,,,,ON
53,32,32,38,29.68,9.36,27.03,44.44,100.89,,,,,,OFF
57,4,23,19,29.36,9.73,27.6,45.3,100.9,,,,,,ON
9,31,25,3,29.04,10.1,28.17,46.15,100.9,,,,,,ON
68,9,54,101,28.68,10.59,28.82,51.64,100.92,,,,,,OFF
7,0,55,56,28.32,11.08,29.47,57.14,100.93,,,,,,ON
43,41,36,107,28,11.66,30.14,57.14,100.94,,,,,,OFF
43,30,41,107,27.67,12.24,30.8,57.14,100.94,,,,,,OFF
5,30,20,75,27.44,12.02,31.24,57.84,100.94,,,,,,ON
22,33,46,33,27.2,11.8,31.67,58.54,100.95,,,,,,ON
50,0,38,0,26.86,10.62,32.88,53.27,100.95,,,,,,OFF
33,23,39,105,26.51,9.44,34.08,48,100.95,,,,,,OFF
64,22,30,67,26.31,8.91,33.72,47.08,100.96,,,,,,OFF
90,31,42,55,26.11,8.39,33.37,46.15,100.96,,,,,,ON
80,35,35,21,25.88,7.8,34.11,42.43,100.97,,,,,,OFF
83,3,24,83,25.65,7.2,34.86,38.71,100.98,,,,,,OFF
73,33,63,78,25.54,7.27,35.08,39.03,100.99,,,,,,ON
37,23,46,34,25.43,7.34,35.31,39.34,101,,,,,,ON
67,16,62,63,25.27,7.88,36.01,36.57,101.01,,,,,,OFF
87,4,61,11,25.11,8.42,36.7,33.8,101.02,,,,,,OFF
36,41,57,56,25.05,8.01,36.4,35.36,101.03,,,,,,ON
26,4,42,22,24.99,7.6,36.11,36.92,101.04,,,,,,ON
15,28,58,28,24.94,7.75,36,40.68,101.05,,,,,,ON
23,14,23,0,24.88,7.9,35.88,44.44,101.06,,,,,,ON
86,18,58,49,24.83,8.25,36.24,44.44,101.06,,,,,,OFF
35,25,61,0,24.78,8.59,36.61,44.44,101.07,,,,,,ON
78,36,70,88,24.73,8.94,36.97,44.44,101.07,,,,,,ON
48,26,20,84,24.56,8.44,37.75,41.58,101.07,,,,,,ON
30,21,65,33,24.38,7.94,38.52,38.71,101.08,,,,,,ON
39,11,33,86,24.24,7.71,39.29,40.41,101.1,,,,,,ON
66,5,64,59,24.11,7.48,40.06,42.11,101.11,,,,,,ON
36,18,68,14,23.98,7.48,40.85,48.33,101.12,,,,,,ON
51,24,42,11,23.86,7.47,41.64,54.55,101.12,,,,,,ON
71,38,29,85,23.7,7.32,42.28,46.94,101.12,,,,,,ON
76,43,28,96,23.54,7.16,42.93,39.34,101.13,,,,,,OFF
19,13,60,80,23.37,6.56,43.62,33.47,101.14,,,,,,ON
29,14,60,39,23.2,5.95,44.31,27.59,101.15,,,,,,ON
22,40,52,92,23.08,5.44,44.73,23.96,101.16,,,,,,OFF
41,19,46,58,22.97,4.92,45.15,20.34,101.16,,,,,,ON
3,17,61,74,22.9,5.48,45.36,26.17,101.16,,,,,,ON
8,30,55,70,22.84,6.04,45.58,32,101.16,,,,,,ON
54,29,36,38,22.74,6.24,45.96,28,101.17,,,,,,ON
59,5,30,5,22.65,6.44,46.33,24,101.18,,,,,,OFF
43,13,34,60,22.55,6.26,46.87,28.9,101.18,,,,,,ON
9,11,54,97,22.45,6.08,47.41,33.8,101.18,,,,,,OFF
69,40,27,95,22.47,6.16,47.52,31.18,101.18,,,,,,OFF
4,20,62,15,22.49,6.24,47.62,28.57,101.19,,,,,,ON
40,32,38,47,22.44,5.95,47.94,27.92,101.2,,,,,,ON
63,30,57,85,22.4,5.66,48.26,27.27,101.21,,,,,,ON
56,26,67,4,22.36,6,48.55,30.98,101.21,,,,,,ON
6,5,59,1,22.32,6.34,48.84,34.69,101.22,,,,,,OFF
36,9,67,52,22.28,6.68,49.12,38.4,101.22,,,,,,ON
8,11,22,13,22.24,7.02,49.41,42.11,101.22,,,,,,ON
14,2,22,50,22.12,6.41,50.06,36.84,101.22,,,,,,ON
89,5,25,95,22,5.8,50.71,31.58,101.23,,,,,,OFF
9,42,29,9,21.86,5.54,51.66,29.74,101.23,,,,,,ON
73,37,32,101,21.72,5.29,52.6,27.91,101.23,,,,,,OFF
57,43,58,85,21.72,5.54,53.15,29.74,101.24,,,,,,ON
76,45,67,10,21.73,5.78,53.7,31.58,101.24,,,,,,OFF
32,45,23,97,21.84,6.2,53.92,30.25,101.24,,,,,,OFF
51,37,46,65,21.95,6.61,54.14,28.92,101.24,,,,,,ON
17,30,38,70,21.92,6.52,55.08,20.94,101.24,,,,,,ON
65,19,56,83,21.89,6.42,56.01,12.97,101.23,,,,,,OFF
49,36,46,84,21.85,6.87,56.68,14.13,101.23,,,,,,ON
52,11,47,90,21.81,7.32,57.34,15.29,101.23,,,,,,OFF
83,21,46,92,21.82,7.53,57.76,28.7,101.22,,,,,,OFF
66,18,41,85,21.82,7.74,58.18,42.11,101.22,,,,,,ON
42,8,65,55,21.74,8.12,58.66,41.4,101.22,,,,,,ON
43,40,38,81,21.65,8.5,59.13,40.68,101.22,,,,,,ON
49,2,27,45,21.54,7.38,59.7,34.98,101.21,,,,,,OFF
87,11,48,5,21.44,6.26,60.27,29.27,101.2,,,,,,OFF
16,5,51,106,21.36,6.87,60.54,32.54,101.2,,,,,,OFF
80,16,24,83,21.29,7.48,60.8,35.82,101.2,,,,,,OFF
76,17,32,91,21.34,7.41,60.38,40.55,101.2,,,,,,OFF
48,4,38,19,21.4,7.34,59.96,45.28,101.19,,,,,,ON
26,38,58,54,21.36,6.86,59.78,32.9,101.19,,,,,,ON
50,11,37,63,21.33,6.37,59.59,20.51,101.19,,,,,,ON
5,8,53,49,21.24,6.28,59.83,18.05,101.18,,,,,,ON
83,11,43,20,21.14,6.19,60.07,15.58,101.17,,,,,,OFF
63,25,28,54,21.12,6.26,59.96,25.18,101.16,,,,,,OFF
9,44,47,39,21.09,6.34,59.85,34.78,101.16,,,,,,ON
90,30,57,57,20.98,5.82,60.28,32.58,101.14,,,,,,ON
19,14,35,50,20.86,5.29,60.71,30.38,101.13,,,,,,ON
73,27,27,99,20.76,5.32,61.44,25.36,101.13,,,,,,OFF
64,18,42,92,20.65,5.34,62.16,20.34,101.13,,,,,,OFF
87,43,36,23,20.78,6.53,61.97,29.52,101.12,,,,,,OFF
79,34,27,43,20.9,7.72,61.78,38.71,101.12,,,,,,ON
29,9,65,30,20.94,7.48,61.8,40.04,101.12,,,,,,ON
67,11,67,44,20.97,7.24,61.81,41.38,101.11,,,,,,ON
24,33,64,55,20.96,7.76,61.96,44.37,101.1,,,,,,ON
89,21,40,22,20.94,8.28,62.1,47.36,101.1,,,,,,OFF
26,29,35,59,20.92,8.81,62.25,50.34,101.1,,,,,,ON
24,35,24,22,20.91,9.33,62.4,53.33,101.09,,,,,,ON
84,36,40,38,20.89,8.9,62.3,50,101.08,,,,,,OFF
23,2,43,34,20.86,8.46,62.19,46.66,101.08,,,,,,ON
57,26,30,36,20.84,8.03,62.08,43.33,101.07,,,,,,ON
48,24,36,72,20.82,7.6,61.98,40,101.07,,,,,,ON
81,28,57,64,20.8,7.37,61.74,37.79,101.06,,,,,,ON
69,26,44,69,20.78,7.14,61.51,35.58,101.06,,,,,,ON
16,40,40,78,20.76,6.9,61.28,33.38,101.06,,,,,,ON
57,16,46,57,20.74,6.67,61.04,31.17,101.05,,,,,,ON
38,41,58,26,20.73,6.77,61.04,31.17,101.05,,,,,,ON
50,19,34,69,20.73,6.87,61.05,31.17,101.04,,,,,,ON
60,33,50,99,20.72,6.97,61.05,31.17,101.04,,,,,,OFF
29,17,35,12,20.72,7.07,61.06,31.17,101.03,,,,,,OFF
62,19,68,64,20.71,7.17,61.06,31.17,101.03,,,,,,ON
33,26,59,67,20.67,7.49,61.46,36.64,101.03,,,,,,OFF
79,34,65,81,20.63,7.81,61.87,42.11,101.03,,,,,,ON
29,10,49,57,20.59,7.82,62.22,30.89,101.03,,,,,,OFF
9,26,34,80,20.55,7.82,62.56,19.67,101.03,,,,,,ON
89,30,36,93,20.41,7.02,62.86,17.2,101.02,,,,,,OFF
8,22,52,85,20.27,6.23,63.15,14.72,101.02,,,,,,ON
27,32,60,96,20.26,6.44,63.14,19.6,101.02,,,,,,OFF
38,45,33,104,20.25,6.64,63.12,24.49,101.02,,,,,,OFF
22,29,23,57,20.06,5.38,63.92,18.8,101.02,,,,,,ON
28,34,32,71,19.87,4.12,64.72,13.11,101.01,,,,,,ON
72,11,55,12,19.62,4.7,65.91,16.73,101,,,,,,OFF
34,17,67,34,19.37,5.27,67.11,20.34,101,,,,,,ON
76,37,62,17,19.39,5.46,67.91,24.29,101,,,,,,OFF
43,0,30,28,19.41,5.66,68.71,28.24,101,,,,,,OFF
83,40,66,71,19.4,5.49,69.49,21.02,101,,,,,,ON
4,40,68,86,19.38,5.32,70.27,13.79,101.01,,,,,,ON
85,11,45,19,19.4,5.54,71.29,19.02,101.01,,,,,,OFF
33,14,69,100,19.42,5.76,72.31,24.24,101.01,,,,,,OFF
63,17,53,36,19.39,5.92,73.34,19.72,101.01,,,,,,OFF
43,4,33,107,19.36,6.07,74.37,15.19,101.01,,,,,,OFF
41,26,67,69,19.39,6.36,75.12,26.65,101.02,,,,,,ON
15,28,39,59,19.42,6.64,75.86,38.1,101.02,,,,,,ON
45,14,49,40,19.45,6.55,76.32,34.84,101.02,,,,,,OFF
27,22,45,3,19.49,6.46,76.78,31.58,101.02,,,,,,ON
47,24,44,96,19.48,6.65,77.28,35.79,101.02,,,,,,OFF
4,32,61,47,19.46,6.85,77.79,40,101.01,,,,,,ON
86,43,43,45,19.44,7.29,78.34,43.08,101.01,,,,,,ON
23,16,33,67,19.41,7.73,78.89,46.15,101.01,,,,,,ON
21,30,32,35,19.39,7.26,79.28,44.13,101.02,,,,,,ON
2,31,25,108,19.37,6.8,79.68,42.11,101.02,,,,,,OFF
35,14,66,27,19.3,6.23,80.15,35.17,101.02,,,,,,ON
87,41,56,17,19.24,5.66,80.61,28.24,101.02,,,,,,OFF
45,0,36,79,19.17,5.83,81.1,28.24,101.02,,,,,,OFF
6,44,60,42,19.11,6,81.59,28.24,101.02,,,,,,ON
20,0,24,103,19.06,5.88,81.67,24.56,101.03,,,,,,OFF
71,32,26,20,19.02,5.76,81.75,20.87,101.04,,,,,,OFF
31,31,32,57,18.95,5.84,81.98,17.75,101.04,,,,,,ON
57,14,52,10,18.89,5.92,82.2,14.63,101.05,,,,,,ON
53,10,23,78,18.87,5.77,82.34,14.68,101.06,,,,,,OFF
83,34,68,31,18.84,5.62,82.48,14.72,101.06,,,,,,OFF
61,5,36,67,18.66,5.14,83.06,15.47,101.06,,,,,,ON
51,0,50,67,18.48,4.66,83.63,16.22,101.06,,,,,,OFF
63,16,68,76,18.58,4.9,83.57,15.63,101.06,,,,,,ON
2,38,34,83,18.69,5.15,83.5,15.04,101.07,,,,,,ON
79,7,38,92,18.79,5.4,83.44,14.46,101.08,,,,,,OFF
86,10,26,78,18.9,5.64,83.38,13.87,101.08,,,,,,OFF
83,41,57,88,19.1,6.08,82.74,14.62,101.08,,,,,,ON
45,21,55,65,19.31,6.52,82.09,15.38,101.08,,,,,,OFF
76,6,70,76,19.81,6.2,80.39,14.36,101.08,,,,,,OFF
10,39,61,79,20.31,5.88,78.68,13.33,101.08,,,,,,ON
33,32,42,13,20.84,6.36,76.47,21.12,101.08,,,,,,ON
47,24,58,10,21.36,6.84,74.27,28.92,101.09,,,,,,OFF
90,1,39,63,21.78,7.52,72.51,33.94,101.1,,,,,,OFF
74,18,64,22,22.21,8.21,70.76,38.95,101.1,,,,,,OFF
24,45,67,63,22.64,8.9,69,43.96,101.1,,,,,,ON
33,26,69,12,23.06,9.58,67.24,48.98,101.11,,,,,,ON
8,31,64,6,23.38,9.29,66.06,50.04,101.11,,,,,,ON
21,29,59,25,23.71,8.99,64.88,51.11,101.1,,,,,,ON
20,32,34,93,24.03,8.7,63.7,52.17,101.1,,,,,,OFF
64,1,48,42,24.35,8.78,62.31,52.17,101.11,,,,,,OFF
54,36,39,14,24.67,8.86,60.92,52.17,101.12,,,,,,ON
51,42,33,97,25.18,8.57,59.02,44.84,101.13,,,,,,OFF
53,8,33,6,25.69,8.29,57.11,37.5,101.14,,,,,,OFF
17,6,27,60,25.92,8.83,55.58,47.32,101.15,,,,,,ON
7,0,28,82,26.16,9.37,54.06,57.14,101.16,,,,,,ON
76,16,38,81,26.58,9.45,52.6,54.1,101.17,,,,,,ON
30,37,52,94,27,9.54,51.14,51.06,101.18,,,,,,OFF
40,10,26,40,27.52,9.33,49.68,53.44,101.18,,,,,,OFF
45,4,32,62,28.04,9.12,48.22,55.81,101.19,,,,,,ON
12,6,42,60,28.41,11.58,46.33,57.9,101.2,,,,,,ON
36,23,22,33,28.78,14.04,44.44,60,101.2,,,,,,ON
78,34,47,26,29.24,13.3,43.77,57.28,101.21,,,,,,OFF
2,24,67,93,29.71,12.57,43.1,54.55,101.22,,,,,,OFF
50,25,24,54,29.78,12.78,42.13,59.7,101.23,,,,,,ON
27,27,49,83,29.86,12.98,41.16,64.86,101.24,,,,,,ON
65,39,50,42,30.52,10.34,39.92,57.96,101.26,,,,,,ON
38,7,55,92,31.19,7.7,38.69,51.06,101.27,,,,,,OFF
65,30,22,47,31.5,9.8,37.88,59.82,101.26,,,,,,ON
52,36,22,60,31.81,11.89,37.06,68.57,101.26,,,,,,ON
29,32,22,75,31.84,11.76,35.91,74.28,101.26,,,,,,ON
7,36,25,32,31.86,11.63,34.76,80,101.26,,,,,,ON
13,15,25,11,32.44,10.6,34.1,68.57,101.26,,,,,,ON
44,44,28,61,33.01,9.57,33.44,57.14,101.26,,,,,,ON
80,38,63,105,33.17,9.64,33.02,54.66,101.27,,,,,,OFF
68,13,49,4,33.33,9.71,32.6,52.17,101.28,,,,,,ON
2,40,48,62,33.55,9.34,32.34,49.62,101.27,,,,,,ON
54,27,33,46,33.77,8.96,32.09,47.06,101.26,,,,,,ON
36,14,70,101,34.31,8.64,31.11,50.2,101.25,,,,,,OFF
29,1,42,7,34.84,8.32,30.13,53.33,101.24,,,,,,OFF
13,36,33,103,35.17,8.37,28.91,55.94,101.24,,,,,,OFF
54,21,66,64,35.51,8.42,27.69,58.54,101.24,,,,,,ON
85,6,62,110,35.82,8.28,27.34,51.49,101.24,,,,,,OFF
42,35,36,22,36.12,8.15,26.98,44.44,101.24,,,,,,ON
41,11,26,47,36.21,8.72,26.78,51.49,101.24,,,,,,OFF
66,25,49,47,36.3,9.28,26.57,58.54,101.24,,,,,,ON
89,25,35,110,36.13,9.55,26.45,56.54,101.24,,,,,,OFF
38,33,61,107,35.96,9.82,26.33,54.55,101.24,,,,,,OFF
1,10,68,100,36.25,9.76,26.19,53.94,101.23,,,,,,OFF
5,36,57,7,36.53,9.71,26.05,53.33,101.22,,,,,,ON
27,32,41,40,37.03,8.9,25.33,51.16,101.22,,,,,,ON
25,4,21,110,37.52,8.09,24.61,48.98,101.21,,,,,,OFF
26,41,58,78,37.02,9.58,23.52,58.54,101.21,,,,,,ON
85,32,68,44,37.22,9.52,23.38,55.36,101.2,,,,,,ON
3,17,23,33,37.42,9.45,23.24,52.17,101.2,,,,,,ON
37,19,58,99,37.76,8.56,23.26,49.62,101.2,,,,,,OFF
45,18,57,36,38.11,7.66,23.27,47.06,101.19,,,,,,ON
70,32,63,85,38.36,7.68,22.62,48.53,101.19,,,,,,ON
59,37,23,74,38.61,7.7,21.96,50,101.19,,,,,,ON
23,7,47,17,38.79,7.04,21.88,35,101.18,,,,,,ON
29,13,57,73,38.98,6.38,21.81,20,101.18,,,,,,OFF
49,34,32,54,38.22,7.46,23.04,33.53,101.17,,,,,,ON
66,5,57,80,37.45,8.54,24.26,47.06,101.16,,,,,,OFF
88,27,44,61,36.88,8.28,24.64,48.02,101.15,,,,,,ON
2,25,49,7,36.31,8.03,25.02,48.98,101.14,,,,,,ON
73,33,37,97,36.06,8.15,25.1,51.76,101.14,,,,,,OFF
24,3,51,20,35.82,8.27,25.18,54.55,101.13,,,,,,ON
10,9,47,77,36.97,9.16,25.56,46.63,101.12,,,,,,ON
78,25,34,47,38.11,10.05,25.93,38.71,101.11,,,,,,ON
37,12,57,82,37.67,9.82,27.78,40.41,101.1,,,,,,OFF
69,34,31,72,37.23,9.58,29.63,42.11,101.1,,,,,,ON
64,38,53,80,36.14,10.34,31.53,41.74,101.08,,,,,,ON
8,24,31,86,35.05,11.1,33.43,41.38,101.07,,,,,,ON
40,2,22,91,34.24,11.08,35.1,49.26,101.06,,,,,,OFF
90,27,33,0,33.44,11.06,36.77,57.14,101.05,,,,,,OFF
11,16,28,42,33.38,11.62,36.67,49.26,101.04,,,,,,ON
51,13,27,13,33.33,12.18,36.57,41.38,101.04,,,,,,ON
38,42,36,91,33.39,12.1,36.51,33.46,101.03,,,,,,OFF
33,5,51,87,33.45,12.03,36.45,25.53,101.02,,,,,,OFF
34,45,25,53,33.68,13.03,36.03,52.76,101.02,,,,,,ON
21,19,23,71,33.91,14.03,35.61,80,101.02,,,,,,OFF
33,21,55,31,33.98,13.32,35.66,74.28,101.02,,,,,,ON
81,29,38,110,34.05,12.6,35.72,68.57,101.02,,,,,,OFF
18,41,60,30,33.94,12.66,36.08,68.57,101.02,,,,,,ON
16,38,41,109,33.84,12.72,36.45,68.57,101.02,,,,,,OFF
37,34,34,54,33.27,14.18,36.84,73,101.02,,,,,,ON
52,17,40,3,32.7,15.64,37.22,77.42,101.01,,,,,,ON
5,22,51,27,32.4,16.36,37.5,76.21,101,,,,,,ON
20,41,44,81,32.1,17.08,37.79,75,100.99,,,,,,ON
41,33,66,90,32.42,16.28,37.38,72.8,100.98,,,,,,ON
72,14,58,102,32.73,15.48,36.96,70.59,100.98,,,,,,OFF
8,20,69,78,32.72,16.64,36.83,78.15,100.98,,,,,,ON
71,16,46,45,32.7,17.8,36.7,85.71,100.98,,,,,,ON
31,29,48,14,32.41,18.1,36.65,81.56,100.98,,,,,,ON
43,41,33,95,32.12,18.39,36.59,77.42,100.98,,,,,,OFF
6,21,51,67,31.92,17.8,36.56,76.21,100.98,,,,,,ON
10,18,45,94,31.71,17.22,36.54,75,100.98,,,,,,OFF
51,5,42,28,31.86,15.07,36.33,75,100.98,,,,,,ON
78,16,62,42,32,12.92,36.12,75,100.97,,,,,,OFF
24,41,31,14,31.49,13.92,36.41,71.78,100.97,,,,,,ON
66,37,31,89,30.98,14.93,36.7,68.57,100.97,,,,,,ON
64,28,59,107,30.88,13.72,36.56,60.95,100.96,,,,,,OFF
24,25,70,73,30.77,12.5,36.41,53.33,100.96,,,,,,ON
64,36,41,59,30.51,14.22,36.6,66.66,100.96,,,,,,ON
21,12,52,39,30.25,15.94,36.79,80,100.95,,,,,,ON
5,44,25,86,30.19,15.37,37.07,75.3,100.94,,,,,,ON
66,26,50,41,30.13,14.8,37.35,70.59,100.94,,,,,,ON
82,44,42,96,30,15.16,37.16,68.63,100.94,,,,,,OFF
14,41,42,57,29.87,15.51,36.96,66.67,100.93,,,,,,ON
71,10,48,39,29.74,16.68,37.02,73.34,100.94,,,,,,OFF
7,9,55,3,29.61,17.85,37.08,80,100.94,,,,,,OFF
84,3,51,11,29.47,16.4,37,71.58,100.94,,,,,,OFF
89,17,25,3,29.33,14.94,36.93,63.16,100.94,,,,,,OFF
8,34,38,29,29.41,14.38,36.5,64.91,100.94,,,,,,ON
75,25,26,104,29.49,13.81,36.08,66.67,100.94,,,,,,OFF
75,15,63,62,29.41,13.14,35.94,73.34,100.94,,,,,,OFF
47,23,39,82,29.33,12.47,35.79,80,100.95,,,,,,ON
54,0,61,67,29.16,13.07,36.01,80,100.95,,,,,,OFF
4,0,37,90,28.99,13.66,36.23,80,100.95,,,,,,ON
28,17,26,37,28.98,12.08,36.38,70,100.95,,,,,,ON
42,31,67,91,28.96,10.51,36.54,60,100.95,,,,,,OFF
62,15,37,2,28.68,12.04,36.78,68.71,100.96,,,,,,ON
34,3,23,106,28.39,13.57,37.03,77.42,100.96,,,,,,OFF
55,16,44,97,28.04,14.78,37.75,76.21,100.98,,,,,,OFF
53,22,46,7,27.7,15.98,38.47,75,100.99,,,,,,ON
48,0,54,87,27.45,17.26,38.84,78.88,100.98,,,,,,OFF
48,33,26,57,27.2,18.54,39.21,82.76,100.98,,,,,,ON
6,33,61,10,26.98,17.83,40.14,80.25,100.98,,,,,,ON
87,22,58,69,26.76,17.11,41.06,77.74,100.99,,,,,,OFF
38,40,50,73,26.53,16.4,41.99,75.24,101,,,,,,ON
37,2,35,74,26.31,15.69,42.92,72.73,101,,,,,,OFF
9,31,32,58,26.11,14.5,43.76,67.14,101,,,,,,ON
22,39,67,89,25.91,13.31,44.59,61.54,101,,,,,,ON
84,34,50,28,25.58,13.46,45.66,64.1,101,,,,,,OFF
86,11,67,17,25.24,13.61,46.72,66.67,101,,,,,,OFF
10,29,31,39,24.93,12.76,47.9,61.24,101,,,,,,ON
83,7,54,61,24.62,11.9,49.07,55.81,101.01,,,,,,OFF
71,42,53,74,24.27,10.47,50.32,51.44,101.02,,,,,,ON
15,12,57,98,23.92,9.04,51.56,47.06,101.03,,,,,,OFF
44,19,57,95,23.64,9.36,52.59,49.06,101.03,,,,,,OFF
59,40,49,29,23.35,9.69,53.62,51.06,101.03,,,,,,ON
31,24,37,8,23.01,10.98,55.02,54.8,101.04,,,,,,ON
31,24,20,47,22.67,12.28,56.42,58.54,101.04,,,,,,ON
27,28,32,81,22.47,11.49,57.59,52.8,101.05,,,,,,ON
4,45,37,79,22.27,10.7,58.76,47.06,101.06,,,,,,ON
29,43,61,107,22.12,11.04,59.54,49.62,101.06,,,,,,OFF
57,33,25,39,21.96,11.38,60.33,52.17,101.06,,,,,,ON
51,12,46,24,21.82,11.23,61.38,52.17,101.06,,,,,,ON
15,17,24,44,21.67,11.07,62.44,52.17,101.06,,,,,,ON
62,34,57,7,21.52,11.17,63.4,47.9,101.08,,,,,,ON
32,27,70,14,21.37,11.27,64.36,43.64,101.09,,,,,,ON
68,34,43,9,21.26,10.8,65.28,35.94,101.1,,,,,,ON
28,35,50,85,21.14,10.32,66.21,28.24,101.11,,,,,,ON
49,26,35,59,21.02,9.52,67.1,29.7,101.12,,,,,,ON
49,1,26,54,20.9,8.72,68,31.17,101.13,,,,,,OFF
67,22,69,50,20.8,8.79,68.83,27.02,101.14,,,,,,ON
34,45,48,20,20.69,8.86,69.66,22.86,101.14,,,,,,ON
31,27,55,89,20.66,9.53,70.46,22.64,101.15,,,,,,ON
59,14,37,101,20.64,10.2,71.27,22.43,101.16,,,,,,OFF
64,42,66,24,20.48,9.53,72.22,19.78,101.16,,,,,,OFF
56,22,47,50,20.33,8.86,73.18,17.14,101.17,,,,,,ON
31,33,68,35,20.29,9.48,73.8,20.38,101.17,,,,,,ON
14,15,59,19,20.24,10.09,74.42,23.62,101.18,,,,,,ON
1,7,59,51,20.2,10.71,75.05,26.85,101.18,,,,,,ON
10,4,30,98,20.15,11.32,75.67,30.09,101.19,,,,,,OFF
16,20,37,40,20.11,11.94,76.29,33.33,101.19,,,,,,ON
69,31,30,107,20.1,12.6,76.9,31.12,101.19,,,,,,OFF
75,16,68,90,20.08,13.27,77.5,28.92,101.19,,,,,,ON
27,28,20,70,20,12.03,78,39.46,101.2,,,,,,ON
54,28,31,14,19.92,10.79,78.5,50,101.2,,,,,,ON
44,34,23,90,19.86,10.27,78.9,41,101.2,,,,,,ON
27,31,65,95,19.79,9.76,79.3,32,101.2,,,,,,OFF
47,9,20,19,19.78,10.2,79.22,41.53,101.2,,,,,,ON
36,44,30,53,19.78,10.65,79.15,51.06,101.21,,,,,,ON
52,0,60,84,19.72,10.57,79.42,38.72,101.22,,,,,,OFF
22,43,25,62,19.66,10.48,79.68,26.37,101.22,,,,,,ON
86,26,25,85,19.6,10.34,79.8,33.18,101.24,,,,,,ON
38,9,40,54,19.54,10.21,79.92,40,101.25,,,,,,ON
14,5,63,31,19.5,9.56,80.1,30.81,101.25,,,,,,ON
5,10,30,63,19.46,8.9,80.28,21.62,101.25,,,,,,ON
82,28,48,68,19.42,9.35,80.46,23.18,101.26,,,,,,ON
22,24,48,22,19.37,9.8,80.64,24.74,101.26,,,,,,OFF
38,21,40,33,19.39,9.89,80.54,33.06,101.26,,,,,,ON
47,9,24,2,19.41,9.97,80.45,41.38,101.26,,,,,,OFF
11,15,56,88,19.37,10.18,80.55,38.6,101.26,,,,,,ON
14,2,54,83,19.33,10.4,80.65,35.82,101.26,,,,,,ON
83,18,25,53,19.35,10.4,80.55,38.97,101.26,,,,,,OFF
39,20,54,98,19.38,10.4,80.45,42.11,101.26,,,,,,OFF
49,25,21,42,19.41,9.6,80.19,39.24,101.26,,,,,,ON
82,22,27,98,19.44,8.81,79.94,36.36,101.27,,,,,,OFF
45,44,64,67,19.45,9.19,79.56,38.52,101.27,,,,,,ON
9,16,26,58,19.46,9.57,79.19,40.68,101.27,,,,,,ON
10,7,20,18,19.48,9.56,78.84,41.4,101.27,,,,,,ON
50,11,62,5,19.49,9.54,78.49,42.11,101.27,,,,,,ON
59,39,34,74,19.46,10.07,78.57,43.7,101.26,,,,,,ON
46,16,53,74,19.44,10.6,78.65,45.28,101.26,,,,,,OFF
84,7,20,67,19.34,9.92,79.16,41.39,101.26,,,,,,OFF
83,43,37,102,19.24,9.24,79.67,37.5,101.26,,,,,,OFF
34,34,25,33,19.22,9.96,79.9,33.38,101.26,,,,,,ON
45,20,64,45,19.2,10.67,80.14,29.27,101.26,,,,,,ON
80,9,53,57,19.18,10.92,80.43,41.3,101.26,,,,,,OFF
40,9,28,22,19.16,11.16,80.72,53.33,101.25,,,,,,ON
31,38,30,63,19.18,11.24,80.85,53.33,101.24,,,,,,ON
53,14,26,70,19.19,11.31,80.98,53.33,101.24,,,,,,OFF
